2020/7/27,1789,91,1789 山加電業,798,805,794,797,23100,ＪＡＱ
2020/7/27,1793,91,1793 大本組,4410,4490,4410,4485,600,ＪＡＱ
2020/7/27,1795,91,1795 マサル,3220,3220,3150,3150,400,ＪＡＱ
2020/7/27,1798,91,1798 守谷商会,0,0,0,0,0,ＪＡＱ
2020/7/27,1799,91,1799 第一建設,1863,1863,1816,1820,7700,ＪＡＱ
2020/7/27,1801,11,1801 大成建,3820,3850,3795,3845,739400,東証１部
2020/7/27,1802,11,1802 大林組,986,999,978,998,1889600,東証１部
2020/7/27,1803,11,1803 清水建,837,843,824,843,1577900,東証１部
2020/7/27,1805,11,1805 飛島建,1081,1101,1070,1100,57300,東証１部
2020/7/27,1807,91,1807 佐藤渡辺,2130,2130,2020,2110,3300,ＪＡＱ
2020/7/27,1808,11,1808 長谷工,1294,1311,1288,1307,1170500,東証１部
2020/7/27,1810,11,1810 松井建,660,671,650,671,13900,東証１部
2020/7/27,1811,11,1811 銭高組,3880,3980,3880,3980,2900,東証１部
2020/7/27,1812,11,1812 鹿島,1235,1243,1222,1239,1602300,東証１部
2020/7/27,1813,11,1813 不動テトラ,1420,1428,1410,1428,121600,東証１部
2020/7/27,1814,11,1814 大末建,815,822,803,822,12500,東証１部
2020/7/27,1815,11,1815 鉄建,2017,2035,1992,2029,17500,東証１部
2020/7/27,1820,11,1820 西松建,2074,2105,2059,2102,185300,東証１部
2020/7/27,1821,11,1821 三井住友建,457,459,449,458,397700,東証１部
2020/7/27,1822,11,1822 大豊建,2435,2435,2402,2418,90300,東証１部
2020/7/27,1824,11,1824 前田建,760,764,749,760,695000,東証１部
2020/7/27,1826,11,1826 佐田建,415,416,413,415,32500,東証１部
2020/7/27,1827,11,1827 ナカノフドー建,400,400,391,399,40700,東証１部
2020/7/27,1828,12,1828 田辺工業,725,725,714,715,7900,東証２部
2020/7/27,1833,11,1833 奥村組,2575,2589,2531,2589,131900,東証１部
2020/7/27,1835,11,1835 東鉄工,2674,2719,2664,2711,66600,東証１部
2020/7/27,1840,12,1840 土屋Ｈ,143,143,139,141,32100,東証２部
2020/7/27,1841,91,1841 サンユ,922,922,893,914,2100,ＪＡＱ
2020/7/27,1844,12,1844 大盛工業,242,244,230,242,97200,東証２部
2020/7/27,1847,11,1847 イチケン,1528,1541,1508,1541,8400,東証１部
2020/7/27,1848,11,1848 富士ＰＳ,580,598,577,598,17200,東証１部
2020/7/27,1850,12,1850 南海辰村建,288,288,281,282,9000,東証２部
2020/7/27,1852,11,1852 浅沼組,4215,4220,4145,4210,34000,東証１部
2020/7/27,1853,12,1853 森組,269,269,258,258,37800,東証２部
2020/7/27,1860,11,1860 戸田建,691,705,691,705,451000,東証１部
2020/7/27,1861,11,1861 熊谷組,2551,2598,2530,2590,125000,東証１部
2020/7/27,1866,11,1866 北野建,2713,2713,2671,2671,6100,東証１部
2020/7/27,1867,11,1867 植木組,2417,2446,2417,2444,4200,東証１部
2020/7/27,1869,32,1869 名工建,1135,1190,1135,1190,11900,名証２部
2020/7/27,1870,11,1870 矢作建,800,813,796,809,41200,東証１部
2020/7/27,1871,11,1871 ピーエス三菱,506,523,503,520,66800,東証１部
